PassengerId,Transported_Prob
0001_01,0.6330560147762299
0002_01,0.1836874634027481
0003_01,0.013111335574649274
0003_02,0.023438820615410805
0004_01,0.11089235171675682
0005_01,0.23139962553977966
0006_01,0.7673441767692566
0006_02,0.694904237985611
0007_01,0.41012533009052277
0008_01,0.9739173948764801
0008_02,0.965013861656189
0008_03,0.9663154184818268
0009_01,0.5335647314786911
0010_01,0.19254553318023682
0011_01,0.6170938611030579
0012_01,0.7117176651954651
0014_01,0.15323828160762787
0015_01,0.12361525371670723
0016_01,0.9836967289447784
0017_01,0.6225063502788544
0017_02,0.11508028581738472
0020_01,0.5679709613323212
0020_02,0.5681533515453339
0020_03,0.3392767608165741
0020_04,0.39078138768672943
0020_05,0.584558755159378
0020_06,0.5484122633934021
0022_01,0.18002989888191223
0024_01,0.9820421934127808
0025_01,0.12104121968150139
0026_01,0.553678035736084
0028_01,0.13161058723926544
0030_01,0.14354576542973518
0031_01,0.13665145635604858
0031_02,0.9210705757141113
0031_03,0.22541383653879166
0034_01,0.977604478597641
0035_01,0.25611986964941025
0036_01,0.24564484506845474
0038_01,0.050289904698729515
0039_01,0.717650294303894
0041_01,0.6111668646335602
0043_01,0.01389807416126132
0044_01,0.5306802093982697
0044_02,0.6879125535488129
0044_03,0.5830085277557373
0045_01,0.12502169981598854
0045_02,0.9678539931774139
0050_01,0.24516334384679794
0051_01,0.11145713180303574
0052_01,0.012377054430544376
0053_01,0.8561118543148041
0056_01,0.8874755799770355
0056_02,0.9056462347507477
0056_03,0.8380221426486969
0058_01,0.6605365872383118
0061_01,0.2667200118303299
0062_01,0.4755370020866394
0064_01,0.9828655123710632
0064_02,0.5239769518375397
0066_01,0.16090288013219833
0067_01,0.7576824128627777
0067_02,0.5993345379829407
0067_03,0.2616027519106865
0068_01,0.08692016452550888
0069_01,0.16048071533441544
0070_01,0.17691990733146667
0071_01,0.9293335974216461
0072_01,0.0903717689216137
0073_01,0.39067140221595764
0074_01,0.9756240546703339
0076_01,0.46639296412467957
0077_01,0.7573332190513611
0078_01,0.039979707449674606
0081_01,0.6247909367084503
0082_01,0.016990025062114
0082_02,0.9582087397575378
0082_03,0.9796735644340515
0084_01,0.08804653584957123
0085_01,0.9901176393032074
0086_01,0.19202205538749695
0088_01,0.6586509943008423
0090_01,0.550697535276413
0091_01,0.566289871931076
0091_02,0.4904692620038986
0092_01,0.5903926491737366
0092_02,0.7728159129619598
0092_03,0.6765012741088867
0097_01,0.3860873430967331
0098_01,0.5413573086261749
0098_02,0.8721734583377838
0099_01,0.33038271963596344
0099_02,0.5259769260883331
0101_01,0.9407720267772675
0102_01,0.15672989562153816
0103_01,0.21071872115135193
0103_02,0.5882101058959961
0103_03,0.6274191439151764
0105_01,0.2229285091161728
0107_01,0.1006237268447876
0108_01,0.6157896518707275
0108_02,0.14315876364707947
0108_03,0.6660856008529663
0110_01,0.008705085376277566
0110_02,0.11708283051848412
0110_03,0.22781329602003098
0110_04,0.9470030069351196
0111_01,0.9494006335735321
0112_01,0.9753734469413757
0113_01,0.5678309202194214
0114_01,0.28677618503570557
0115_01,0.9743187427520752
0116_01,0.49741895496845245
0119_01,0.010350622003898025
0119_02,0.9265069663524628
0120_01,0.9847798943519592
0122_01,0.11763259395956993
0123_01,0.45274871587753296
0126_01,0.978424459695816
0127_01,0.10212518274784088
0128_01,0.030110369436442852
0128_02,0.0919264405965805
0129_01,0.5918126106262207
0133_01,0.9797642827033997
0133_02,0.020138406194746494
0134_01,0.642411082983017
0136_01,0.3338182121515274
0138_01,0.7257625758647919
0138_02,0.13928205147385597
0139_01,0.977646678686142
0140_01,0.6138871312141418
0140_02,0.1160433255136013
0141_01,0.3005030155181885
0144_01,0.4618777334690094
0146_01,0.36853986978530884
0147_01,0.43234939873218536
0148_01,0.14946560561656952
0149_01,0.6178871393203735
0151_01,0.6631841361522675
0152_01,0.10862264037132263
0160_01,0.025965299922972918
0163_01,0.9663015305995941
0163_02,0.9591584205627441
0164_01,0.6363603472709656
0164_02,0.712346225976944
0165_01,0.9710325598716736
0167_01,0.9813421964645386
0167_02,0.06871087290346622
0169_01,0.49868570268154144
0170_01,0.11300788447260857
0171_01,0.5057193040847778
0172_01,0.5195107758045197
0173_01,0.5100948065519333
0174_01,0.1529638171195984
0177_01,0.025945860892534256
0178_01,0.02364089572802186
0179_01,0.4879942685365677
0179_02,0.699508011341095
0179_03,0.5135239660739899
0181_01,0.12115727737545967
0182_01,0.9850108623504639
0183_01,0.2121489867568016
0186_01,0.0683592464774847
0188_01,0.5153470933437347
0189_01,0.31156934797763824
0190_01,0.6084124743938446
0192_01,0.5609498471021652
0192_02,0.5149533748626709
0192_03,0.06162857450544834
0193_01,0.9659136235713959
0193_02,0.0975731760263443
0193_03,0.9871856868267059
0195_01,0.25530046969652176
0196_01,0.20330465584993362
0197_01,0.397604838013649
0198_01,0.5778003633022308
0199_01,0.5585858225822449
0200_01,0.6394141614437103
0201_01,0.983955591917038
0201_02,0.9844631254673004
0202_01,0.9839100539684296
0202_02,0.18893242627382278
0203_01,0.9960403144359589
0205_01,0.14271342009305954
0206_01,0.922746479511261
0207_01,0.617542952299118
0210_01,0.8054331541061401
0211_01,0.08062396198511124
0211_02,0.9866722226142883
0211_03,0.09916667267680168
0212_01,0.07036419585347176
0212_02,0.07220852002501488
0213_01,0.16201204806566238
0216_01,0.13054099678993225
0217_01,0.06928763911128044
0219_01,0.5170150548219681
0220_01,0.4763653427362442
0220_02,0.5988045334815979
0220_03,0.5722373127937317
0220_04,0.5038228780031204
0220_05,0.07686569541692734
0220_06,0.7687560319900513
0220_07,0.5581247508525848
0221_01,0.12370287254452705
0221_02,0.12103261426091194
0221_03,0.08246322721242905
0221_04,0.4255772829055786
0221_05,0.0646530482918024
0221_06,0.050062695518136024
0221_07,0.6928867399692535
0222_01,0.13623673096299171
0222_02,0.9787729978561401
0222_03,0.6615360677242279
0223_01,0.5567311644554138
0224_01,0.04007665254175663
0225_01,0.5805468857288361
0229_01,0.17408191412687302
0231_01,0.057610899209976196
0232_01,0.5946477651596069
0233_01,0.06125141866505146
0234_01,0.5126855075359344
0237_01,0.9718999862670898
0239_01,0.09103598445653915
0240_01,0.970526248216629
0241_01,0.009508455637842417
0242_01,0.23651237040758133
0243_01,0.5420132577419281
0244_01,0.9512924253940582
0244_02,0.9690700471401215
0245_01,0.9647364020347595
0245_02,0.008525248849764466
0246_01,0.04752998799085617
0248_01,0.02562876883894205
0250_01,0.5984879732131958
0251_01,0.9158356785774231
0252_01,0.3211943507194519
0253_01,0.3084186762571335
0254_01,0.19091053307056427
0255_01,0.9028069078922272
0257_01,0.09357242286205292
0257_02,0.9690736830234528
0258_01,0.13967778533697128
0260_01,0.16055511683225632
0261_01,0.13161750510334969
0263_01,0.5282646119594574
0265_01,0.971445232629776
0267_01,0.15207429230213165
0269_01,0.6494741439819336
0270_01,0.09065556526184082
0275_01,0.9696202576160431
0277_01,0.8339270353317261
0278_01,0.03996932785958052
0278_02,0.18740501999855042
0281_01,0.9106386005878448
0282_01,0.6321429312229156
0283_01,0.6330611109733582
0283_02,0.29053544998168945
0285_01,0.9391658008098602
0285_02,0.9537270963191986
0286_01,0.6205486059188843
0287_01,0.9716366231441498
0287_02,0.08365665003657341
0288_01,0.20694811642169952
0289_01,0.9727396070957184
0290_01,0.8873787522315979
0290_02,0.9903194308280945
0290_03,0.9966268539428711
0290_04,0.9910062253475189
0291_01,0.8394935429096222
0294_01,0.9758192300796509
0297_01,0.641979992389679
0298_01,0.9649616181850433
0301_01,0.7497010827064514
0302_01,0.09482834488153458
0303_01,0.5559677481651306
0304_01,0.0033259200863540173
0305_01,0.05716323107481003
0306_01,0.1917310133576393
0307_01,0.7425019145011902
0309_01,0.20384373515844345
0310_01,0.029470399022102356
0313_01,0.6022398173809052
0313_02,0.7288169860839844
0313_03,0.1942395716905594
0313_04,0.7958493232727051
0314_01,0.05928068980574608
0315_01,0.626758486032486
0316_01,0.9610101580619812
0316_02,0.985864520072937
0320_01,0.3281988054513931
0320_02,0.2880496233701706
0321_01,0.1680021658539772
0322_01,0.636207640171051
0324_01,0.7120529413223267
0326_01,0.5884749591350555
0327_01,0.5023956447839737
0330_01,0.9856788516044617
0330_02,0.9725403785705566
0330_03,0.8198700249195099
0331_01,0.11691713333129883
0333_01,0.9862320125102997
0334_01,0.015564332716166973
0336_01,0.11195347458124161
0337_01,0.9604985415935516
0337_02,0.07503661513328552
0337_03,0.9589591324329376
0338_01,0.5323815941810608
0340_01,0.9859387278556824
0341_01,0.5450245141983032
0343_01,0.1230144202709198
0345_01,0.6205936670303345
0346_01,0.714139848947525
0347_01,0.38192012906074524
0348_01,0.9381052851676941
0348_02,0.5258622616529465
0350_01,0.7451807856559753
0352_01,0.3237120658159256
0355_01,0.5194156169891357
0356_01,0.9698068797588348
0357_01,0.24940044432878494
0358_01,0.5480349063873291
0358_02,0.6064092218875885
0359_01,0.23269882053136826
0360_01,0.1320979855954647
0361_01,0.11380929127335548
0365_01,0.1593208611011505
0368_01,0.1675497367978096
0368_02,0.9740453064441681
0369_01,0.2016746923327446
0370_01,0.09609614312648773
0371_01,0.9825475811958313
0372_01,0.01826383639127016
0373_01,0.5861180424690247
0375_01,0.2826783210039139
0376_01,0.5174608081579208
0377_01,0.04250451270490885
0378_01,0.013971148990094662
0378_02,0.9868217706680298
0378_03,0.0325441756285727
0378_04,0.9756326377391815
0378_05,0.9800864160060883
0378_06,0.2593768984079361
0378_07,0.9582304656505585
0379_01,0.17196264117956161
0380_01,0.9790564179420471
0381_01,0.9867408871650696
0381_02,0.9797948002815247
0382_01,0.17466538399457932
0383_01,0.019202475901693106
0383_02,0.7249221205711365
0384_01,0.7837622463703156
0384_02,0.5457756817340851
0385_01,0.3351206034421921
0387_01,0.5257764458656311
0388_01,0.5941646993160248
0389_01,0.15801461413502693
0391_01,0.8939020335674286
0392_01,0.08859801292419434
0395_01,0.03251226246356964
0395_02,0.01685024704784155
0396_01,0.5320114195346832
0397_01,0.9745718836784363
0398_01,0.0066002546809613705
0401_01,0.07133652456104755
0401_02,0.06335015594959259
0402_01,0.873792827129364
0403_01,0.4397387057542801
0405_01,0.1753263920545578
0407_01,0.06604119017720222
0407_02,0.16802693903446198
0407_03,0.6662652790546417
0408_01,0.05941327102482319
0409_01,0.7655027210712433
0410_01,0.18416912108659744
0411_01,0.10806150361895561
0412_01,0.9239107966423035
0413_01,0.12271515280008316
0415_01,0.565912276506424
0417_01,0.9677843749523163
0417_02,0.009504094021394849
0417_03,0.957611083984375
0423_01,0.9667712450027466
0425_01,0.0867835246026516
0425_02,0.9678910672664642
0425_03,0.9782682657241821
0427_01,0.5541771054267883
0428_01,0.5329044759273529
0429_01,0.9579791724681854
0429_02,0.9584871828556061
0430_01,0.6018552482128143
0431_01,0.9733107686042786
0432_01,0.11977440491318703
0433_01,0.9783050715923309
0433_02,0.020119369844906032
0434_01,0.9820552468299866
0435_01,0.549441933631897
0436_01,0.3970322012901306
0436_02,0.24158013612031937
0437_01,0.11497905477881432
0437_02,0.7187380194664001
0438_01,0.9771218597888947
0439_01,0.3825903832912445
0441_01,0.13569474965333939
0442_01,0.628225564956665
0444_01,0.07234719023108482
0444_02,0.03241492807865143
0445_01,0.06915199756622314
0445_02,0.10859404876828194
0446_01,0.9753242135047913
0447_01,0.571894645690918
0448_01,0.08587120100855827
0448_02,0.6213087141513824
0449_01,0.5200563967227936
0452_01,0.3993978053331375
0453_01,0.9919103682041168
0453_02,0.9751573503017426
0453_03,0.9804238677024841
0454_01,0.9403927326202393
0454_02,0.9913625717163086
0454_03,0.9943749606609344
0456_01,0.2759847491979599
0457_01,0.5378744453191757
0457_02,0.5309776663780212
0457_03,0.46224071085453033
0458_01,0.983323335647583
0459_01,0.22066698223352432
0460_01,0.5812207162380219
0461_01,0.8379255533218384
0461_02,0.15524930879473686
0461_03,0.8522754907608032
0462_01,0.540681779384613
0463_01,0.07990884967148304
0463_02,0.09759313240647316
0465_01,0.10746180638670921
0465_02,0.34050825238227844
0466_01,0.5331832468509674
0468_01,0.654626190662384
0470_01,0.9814547896385193
0470_02,0.9661494195461273
0471_01,0.022260544123128057
0471_02,0.9741621017456055
0472_01,0.28091466426849365
0474_01,0.6370551288127899
0475_01,0.06823594868183136
0476_01,0.2647195905447006
0476_02,0.979915052652359
0476_03,0.9818341732025146
0477_01,0.042673420161008835
0480_01,0.1412469483911991
0481_01,0.5721580982208252
0482_01,0.1366126537322998
0482_02,0.14764239639043808
0485_01,0.0357802901417017
0487_01,0.05331710819154978
0488_01,0.6400718986988068
0490_01,0.6440083086490631
0498_01,0.974601536989212
0498_02,0.9955758452415466
0499_01,0.9847607910633087
0499_02,0.3263999819755554
0500_01,0.5349735617637634
0501_01,0.4350283443927765
0502_01,0.45219065248966217
0503_01,0.9032187163829803
0503_02,0.05804677493870258
0503_03,0.07977962121367455
0504_01,0.9813942313194275
0504_02,0.9828284680843353
0504_03,0.9904766082763672
0504_04,0.7290607392787933
0504_05,0.9899038970470428
0504_06,0.9885099530220032
0506_01,0.9687286913394928
0507_01,0.3678780347108841
0510_01,0.950026124715805
0512_01,0.9817332923412323
0512_02,0.9812483787536621
0513_01,0.5542618334293365
0515_01,0.9883930087089539
0516_01,0.07449083961546421
0517_01,0.16166816651821136
0518_01,0.7459560632705688
0519_01,0.5093208998441696
0520_01,0.22207548841834068
0521_01,0.5649970173835754
