PassengerId,Transported_Prob
0001_01,0.45034185246070474
0002_01,0.21926735975064476
0003_01,0.09407838827838827
0003_02,0.10305681818181821
0004_01,0.1386474385092032
0005_01,0.26986246656512
0006_01,0.7824259383753505
0006_02,0.6960180466788647
0007_01,0.4115649223093727
0008_01,0.9911772203855832
0008_02,0.9525973609786473
0008_03,0.8475652958152959
0009_01,0.49354870950400365
0010_01,0.27255815451191256
0011_01,0.5160411336865058
0012_01,0.7527288451032086
0014_01,0.174177887317361
0015_01,0.1257559183520871
0016_01,0.9772183490013502
0017_01,0.5364879555132376
0017_02,0.1439286934048288
0020_01,0.3729257928079673
0020_02,0.34604372026822694
0020_03,0.3252743512933309
0020_04,0.30906991810402684
0020_05,0.38203822794066855
0020_06,0.6423898583896774
0022_01,0.10438818343556389
0024_01,0.9966212450361076
0025_01,0.14416908599398012
0026_01,0.5182941409897291
0028_01,0.15542936801752555
0030_01,0.24956841866795426
0031_01,0.2086468013468013
0031_02,0.9328164007637931
0031_03,0.2632275136639928
0034_01,0.992125794404585
0035_01,0.20907151813170483
0036_01,0.28494025591431205
0038_01,0.08089577709871827
0039_01,0.6498591810472336
0041_01,0.7335797172251016
0043_01,0.07362979403637297
0044_01,0.4671922648710272
0044_02,0.6351720508676124
0044_03,0.6354024168537937
0045_01,0.12986468253968259
0045_02,0.9636151584773756
0050_01,0.26713300435137033
0051_01,0.14911393073902263
0052_01,0.012556748214332485
0053_01,0.9017679750684098
0056_01,0.8885053513619854
0056_02,0.9260616227842576
0056_03,0.6998784632034631
0058_01,0.6521432298638776
0061_01,0.30724454005829716
0062_01,0.40119854023371265
0064_01,0.95603434395125
0064_02,0.5919386022558769
0066_01,0.242802072002072
0067_01,0.7328442142519809
0067_02,0.6042397297147297
0067_03,0.20266190476190477
0068_01,0.07481450256096106
0069_01,0.15175288952655336
0070_01,0.14304618159618157
0071_01,0.8014794892199306
0072_01,0.1111081909001066
0073_01,0.5497328222927881
0074_01,0.9663781635031634
0076_01,0.32711428325341696
0077_01,0.6759391762755573
0078_01,0.12451620879120881
0081_01,0.5816492856610607
0082_01,0.08537761904761906
0082_02,0.9773299030387659
0082_03,0.9664079814906941
0084_01,0.07006972345245208
0085_01,0.9968733017502576
0086_01,0.2079976716303153
0088_01,0.7587035416694046
0090_01,0.5372221372782455
0091_01,0.6296067034304011
0091_02,0.48725554176258745
0092_01,0.5856050625300626
0092_02,0.7635627604257238
0092_03,0.7759482637492119
0097_01,0.48278725561225566
0098_01,0.5455979389891155
0098_02,0.782866750796629
0099_01,0.3025159621080673
0099_02,0.5717347569464658
0101_01,0.885812833077388
0102_01,0.08131524951309213
0103_01,0.30030354599742465
0103_02,0.6101100572485006
0103_03,0.7861951675249219
0105_01,0.28610308209100865
0107_01,0.09876414513321732
0108_01,0.6199057528597449
0108_02,0.23733535315846083
0108_03,0.5951683032748787
0110_01,0.03332500000000001
0110_02,0.13440000000000002
0110_03,0.4398047619047619
0110_04,0.9747321049643716
0111_01,0.9380878253287197
0112_01,0.8513504941599284
0113_01,0.6725345425141278
0114_01,0.36090542279156623
0115_01,0.9718742811284196
0116_01,0.4651751373626375
0119_01,0.05018333333333333
0119_02,0.9666549774182029
0120_01,0.9709292510752477
0122_01,0.06868776481784145
0123_01,0.5215600561200906
0126_01,0.9786081682074216
0127_01,0.08937878001628002
0128_01,0.1188373015873016
0128_02,0.08150617667356799
0129_01,0.6114596238637102
0133_01,0.9499873778951806
0133_02,0.08825616605616607
0134_01,0.6934358780126753
0136_01,0.385533634726127
0138_01,0.8599099755466371
0138_02,0.096504735118011
0139_01,0.9977093675066235
0140_01,0.7615178600929754
0140_02,0.13136002798371224
0141_01,0.2842837183842748
0144_01,0.573130237131706
0146_01,0.5298230226057177
0147_01,0.4079279848085581
0148_01,0.1234776629686892
0149_01,0.5023781448332878
0151_01,0.6984335377922737
0152_01,0.07360996441188501
0160_01,0.04803507271860929
0163_01,0.9766891932355345
0163_02,0.9937798549490853
0164_01,0.6161847041847044
0164_02,0.7535686837633997
0165_01,0.9587319177502176
0167_01,0.9720082377437862
0167_02,0.08260535714285713
0169_01,0.6008992066438433
0170_01,0.16413702982975314
0171_01,0.4827826934825424
0172_01,0.5183606290154663
0173_01,0.6053099598170089
0174_01,0.17630112828348124
0177_01,0.05266272591228272
0178_01,0.02855888128388128
0179_01,0.5201188422688422
0179_02,0.6242700578268509
0179_03,0.4829414090178453
0181_01,0.1372694910611591
0182_01,0.9953909719583196
0183_01,0.25413287944837903
0186_01,0.2260935486706988
0188_01,0.48176431342042236
0189_01,0.43781232563732586
0190_01,0.6337504977482924
0192_01,0.620057544749996
0192_02,0.4474944111174971
0192_03,0.10047486206603855
0193_01,0.9783749966891807
0193_02,0.13070000000000004
0193_03,0.9856354813351549
0195_01,0.3164386801974793
0196_01,0.18606305397111847
0197_01,0.3549203843026599
0198_01,0.4815427709965471
0199_01,0.7044463846691378
0200_01,0.828742594610012
0201_01,0.9986218997008441
0201_02,0.9990853421803609
0202_01,0.9892702149883714
0202_02,0.3723931096681097
0203_01,0.9959099320473699
0205_01,0.12927634350741313
0206_01,0.6428844932844934
0207_01,0.6036281453950725
0210_01,0.9368149007702447
0211_01,0.0655157608695652
0211_02,0.9737218344164036
0211_03,0.13785119047619046
0212_01,0.10609231532356533
0212_02,0.10439613095238093
0213_01,0.15702258737994035
0216_01,0.11063730158730162
0217_01,0.07321369668728309
0219_01,0.6359234602434249
0220_01,0.5050322388057674
0220_02,0.4688877727601788
0220_03,0.6617731423166648
0220_04,0.3195079725829726
0220_05,0.13033700580443464
0220_06,0.7429808661688204
0220_07,0.4928568490966645
0221_01,0.14749848484848488
0221_02,0.1272373737373738
0221_03,0.12605269070010455
0221_04,0.40764142817853904
0221_05,0.11205238095238099
0221_06,0.08209487734487735
0221_07,0.7181162716653071
0222_01,0.13386330510069638
0222_02,0.9468853661814967
0222_03,0.5984650088607724
0223_01,0.5454676237042
0224_01,0.038033333333333336
0225_01,0.5617456544844679
0229_01,0.2453274577716097
0231_01,0.03626892551892552
0232_01,0.5544993925827842
